episode,score,clipped_reward,average_score,epsilon,steps,loss
5833,285.0,19.0,267.3,0.4475,3151239,0.007475
5834,240.0,16.0,267.2,0.4474,3151735,0.007156
5835,195.0,15.0,265.6,0.4473,3152354,0.036026
5836,230.0,16.0,265.8,0.4472,3152940,0.127900
5837,105.0,9.0,264.9,0.4471,3153332,0.006483
5838,80.0,8.0,264.6,0.4470,3153663,0.004583
5839,180.0,13.0,263.5,0.4469,3154042,0.008789
5840,350.0,23.0,262.6,0.4468,3154697,0.012887
5841,55.0,5.0,259.9,0.4467,3154974,0.004596
5842,495.0,31.0,262.0,0.4466,3155797,0.087778
5843,115.0,11.0,260.8,0.4465,3156222,0.019052
5844,590.0,28.0,264.4,0.4465,3156951,0.009780
5845,140.0,14.0,263.7,0.4464,3157490,0.009617
5846,175.0,14.0,262.7,0.4463,3158015,0.024880
5847,520.0,22.0,266.4,0.4462,3158621,0.005253
5848,120.0,10.0,263.3,0.4461,3159098,0.011155
5849,175.0,13.0,259.4,0.4460,3159642,0.019269
5850,190.0,14.0,259.1,0.4459,3160346,0.015110
5851,200.0,15.0,259.7,0.4458,3161055,0.006258
5852,360.0,24.0,261.4,0.4457,3161695,0.073005
5853,180.0,13.0,261.2,0.4456,3162100,0.007199
5854,230.0,15.0,261.7,0.4455,3162592,0.007687
5855,290.0,18.0,262.1,0.4454,3163092,0.006898
5856,490.0,19.0,264.4,0.4453,3163643,0.004518
5857,310.0,22.0,265.2,0.4452,3164367,0.092375
5858,115.0,12.0,265.1,0.4451,3164927,0.004242
5859,110.0,12.0,263.6,0.4450,3165485,0.015128
5860,130.0,11.0,262.8,0.4449,3165957,0.073682
5861,575.0,25.0,262.9,0.4448,3166714,0.012494
5862,375.0,24.0,263.4,0.4447,3167406,0.011585
5863,280.0,19.0,259.8,0.4447,3168134,0.011952
5864,360.0,22.0,260.8,0.4446,3168879,0.007830
5865,260.0,18.0,262.3,0.4445,3169415,0.007826
5866,165.0,12.0,259.8,0.4444,3169934,0.140976
5867,180.0,15.0,259.7,0.4443,3170629,0.005242
5868,390.0,23.0,260.9,0.4442,3171349,0.010373
5869,215.0,13.0,260.3,0.4441,3171811,0.031853
5870,345.0,23.0,263.1,0.4440,3172423,0.011749
5871,210.0,12.0,262.0,0.4439,3172933,0.014349
5872,220.0,16.0,261.6,0.4438,3173698,0.004154
5873,130.0,11.0,255.7,0.4437,3174176,0.009240
5874,185.0,13.0,256.9,0.4436,3174610,0.109425
5875,80.0,7.0,253.1,0.4435,3174898,0.099680
5876,180.0,14.0,251.0,0.4434,3175349,0.010559
5877,100.0,8.0,250.9,0.4433,3175624,0.006234
5878,1100.0,34.0,258.8,0.4432,3176692,0.009186
5879,255.0,18.0,260.4,0.4431,3177338,0.007660
5880,295.0,21.0,260.0,0.4430,3178051,0.006209
5881,80.0,8.0,257.7,0.4429,3178525,0.004791
5882,175.0,13.0,257.6,0.4429,3179037,0.004999
5883,490.0,20.0,258.4,0.4428,3179725,0.003566
5884,235.0,16.0,259.6,0.4427,3180430,0.009698
5885,220.0,16.0,260.3,0.4426,3181206,0.010178
5886,500.0,22.0,262.4,0.4425,3181778,0.005871
5887,570.0,34.0,266.3,0.4424,3182853,0.011104
5888,230.0,17.0,264.6,0.4423,3183422,0.009052
5889,345.0,22.0,265.9,0.4422,3184195,0.004439
5890,360.0,22.0,268.0,0.4421,3184886,0.010907
5891,65.0,6.0,265.8,0.4420,3185349,0.093950
5892,250.0,18.0,266.8,0.4419,3186044,0.009193
5893,125.0,9.0,265.5,0.4418,3186481,0.014204
5894,345.0,22.0,265.9,0.4417,3187178,0.015879
5895,125.0,12.0,263.9,0.4416,3187671,0.009469
5896,70.0,7.0,260.6,0.4415,3188051,0.006571
5897,225.0,15.0,260.4,0.4414,3188539,0.005173
5898,225.0,14.0,259.6,0.4413,3189058,0.008558
5899,375.0,25.0,260.9,0.4412,3189782,0.005789
5900,330.0,22.0,263.2,0.4411,3190628,0.011127
5901,455.0,28.0,264.6,0.4411,3191343,0.014140
5902,100.0,8.0,261.7,0.4410,3191611,0.005457
5903,315.0,20.0,262.9,0.4409,3192242,0.014467
5904,180.0,14.0,263.4,0.4408,3192685,0.009676
5905,340.0,23.0,263.3,0.4407,3193392,0.004770
5906,310.0,20.0,261.9,0.4406,3194044,0.005720
5907,250.0,18.0,262.9,0.4405,3194725,0.010959
5908,115.0,10.0,261.8,0.4404,3195192,0.005419
5909,380.0,25.0,263.4,0.4403,3195904,0.010976
5910,185.0,15.0,262.6,0.4402,3196665,0.008606
5911,395.0,25.0,264.8,0.4401,3197291,0.008550
5912,265.0,17.0,263.7,0.4400,3197862,0.006938
5913,290.0,19.0,265.5,0.4399,3198471,0.005625
5914,65.0,6.0,261.3,0.4398,3198880,0.007148
5915,150.0,10.0,261.2,0.4397,3199253,0.002982
5916,105.0,8.0,258.2,0.4396,3199575,0.012796
5917,260.0,16.0,260.2,0.4395,3200087,0.007795
5918,120.0,12.0,260.2,0.4394,3200652,0.032429
5919,200.0,14.0,257.9,0.4393,3201199,0.017184
5920,325.0,22.0,258.6,0.4393,3201861,0.013886
5921,165.0,12.0,257.1,0.4392,3202239,0.007066
5922,365.0,24.0,256.4,0.4391,3202918,0.005139
5923,165.0,12.0,257.6,0.4390,3203379,0.126479
5924,120.0,10.0,255.8,0.4389,3203804,0.007974
5925,185.0,13.0,256.1,0.4388,3204218,0.092100
5926,135.0,12.0,254.9,0.4387,3204685,0.006222
5927,270.0,20.0,256.8,0.4386,3205350,0.015247
5928,260.0,16.0,257.2,0.4385,3205839,0.011992
5929,310.0,20.0,255.7,0.4384,3206381,0.009970
5930,330.0,21.0,256.2,0.4383,3206971,0.005858
5931,125.0,9.0,256.1,0.4382,3207265,0.008805
5932,335.0,21.0,254.7,0.4381,3207923,0.004845
5933,75.0,6.0,252.6,0.4380,3208207,0.005571
5934,110.0,8.0,251.2,0.4379,3208599,0.002524
5935,550.0,23.0,254.8,0.4378,3209308,0.012255
5936,285.0,21.0,255.3,0.4377,3209953,0.006062
5937,260.0,18.0,256.9,0.4376,3210556,0.093607
5938,395.0,25.0,260.1,0.4375,3211218,0.008536
5939,180.0,14.0,260.1,0.4375,3211674,0.003702
5940,245.0,17.0,259.0,0.4374,3212408,0.008614
5941,435.0,28.0,262.8,0.4373,3213138,0.011086
5942,100.0,8.0,258.9,0.4372,3213424,0.126670
5943,235.0,17.0,260.1,0.4371,3213964,0.006076
5944,215.0,15.0,256.3,0.4370,3214467,0.009423
5945,630.0,29.0,261.2,0.4369,3215384,0.006732
5946,250.0,18.0,261.9,0.4368,3215902,0.088576
5947,230.0,15.0,259.1,0.4367,3216306,0.005491
5948,105.0,8.0,258.9,0.4366,3216692,0.007270
5949,170.0,12.0,258.9,0.4365,3217166,0.007906
5950,180.0,13.0,258.8,0.4364,3217719,0.006546
5951,310.0,20.0,259.9,0.4363,3218352,0.006556
5952,115.0,10.0,257.4,0.4362,3218721,0.008607
5953,350.0,22.0,259.1,0.4361,3219408,0.005992
5954,230.0,16.0,259.1,0.4360,3219947,0.012180
5955,125.0,9.0,257.4,0.4359,3220238,0.011020
5956,310.0,20.0,255.7,0.4358,3220796,0.007000
5957,250.0,17.0,255.1,0.4357,3221414,0.007182
5958,385.0,16.0,257.8,0.4357,3222147,0.008077
5959,150.0,11.0,258.1,0.4356,3222657,0.009791
5960,80.0,7.0,257.6,0.4355,3222939,0.011237
5961,310.0,22.0,255.0,0.4354,3223571,0.008902
5962,285.0,19.0,254.1,0.4353,3224287,0.007227
5963,505.0,30.0,256.4,0.4352,3225136,0.015213
5964,305.0,21.0,255.8,0.4351,3225859,0.014885
5965,160.0,11.0,254.8,0.4350,3226359,0.011154
5966,155.0,10.0,254.7,0.4349,3226737,0.011516
5967,300.0,21.0,255.9,0.4348,3227393,0.006052
5968,125.0,9.0,253.2,0.4347,3227777,0.010599
5969,180.0,14.0,252.9,0.4346,3228149,0.015213
5970,105.0,8.0,250.5,0.4345,3228636,0.005127
5971,290.0,20.0,251.3,0.4344,3229308,0.008806
5972,330.0,20.0,252.4,0.4343,3229978,0.009080
5973,210.0,15.0,253.2,0.4342,3230453,0.004600
5974,305.0,21.0,254.4,0.4341,3231184,0.004257
5975,245.0,19.0,256.1,0.4340,3231737,0.008748
5976,265.0,18.0,256.9,0.4339,3232371,0.007775
5977,330.0,22.0,259.2,0.4339,3232973,0.005478
5978,105.0,8.0,249.2,0.4338,3233311,0.006254
5979,390.0,23.0,250.6,0.4337,3233987,0.010085
5980,375.0,22.0,251.4,0.4336,3234648,0.003854
5981,65.0,7.0,251.2,0.4335,3235030,0.006651
5982,205.0,17.0,251.6,0.4334,3235690,0.085129
5983,360.0,24.0,250.2,0.4333,3236356,0.009473
5984,290.0,21.0,250.8,0.4332,3236974,0.233954
5985,225.0,16.0,250.8,0.4331,3237600,0.006567
5986,185.0,15.0,247.7,0.4330,3238118,0.004852
5987,215.0,16.0,244.2,0.4329,3238777,0.021793
5988,400.0,27.0,245.8,0.4328,3239598,0.009776
5989,295.0,20.0,245.3,0.4327,3240168,0.010231
5990,200.0,15.0,243.8,0.4326,3240712,0.010167
5991,205.0,14.0,245.2,0.4325,3241491,0.007367
5992,585.0,28.0,248.5,0.4324,3242462,0.010265
5993,175.0,14.0,249.0,0.4323,3243060,0.007176
5994,200.0,14.0,247.6,0.4322,3243599,0.007161
5995,185.0,13.0,248.2,0.4321,3243990,0.015949
5996,140.0,11.0,248.8,0.4321,3244397,0.013716
5997,360.0,24.0,250.2,0.4320,3245096,0.019086
5998,185.0,13.0,249.8,0.4319,3245589,0.019683
5999,530.0,21.0,251.3,0.4318,3246235,0.151336
6000,350.0,23.0,251.6,0.4317,3246830,0.007138
6001,80.0,7.0,247.8,0.4316,3247187,0.005796
6002,250.0,17.0,249.3,0.4315,3248009,0.005638
6003,135.0,11.0,247.5,0.4314,3248381,0.009195
6004,170.0,14.0,247.4,0.4313,3248990,0.003768
6005,195.0,13.0,245.9,0.4312,3249425,0.021275
6006,285.0,19.0,245.7,0.4311,3249970,0.022711
6007,225.0,15.0,245.4,0.4310,3250498,0.010847
6008,220.0,16.0,246.5,0.4309,3250968,0.009887
6009,370.0,22.0,246.4,0.4308,3251594,0.017481
6010,320.0,22.0,247.8,0.4307,3252262,0.018053
6011,255.0,15.0,246.3,0.4306,3252776,0.006403
6012,230.0,16.0,246.0,0.4305,3253275,0.006547
6013,185.0,14.0,244.9,0.4304,3253880,0.012021
6014,140.0,11.0,245.7,0.4303,3254459,0.011417
6015,270.0,19.0,246.9,0.4303,3255071,0.005272
6016,250.0,15.0,248.3,0.4302,3255574,0.008021
6017,240.0,15.0,248.2,0.4301,3256078,0.024947
6018,290.0,20.0,249.8,0.4300,3256683,0.008238
6019,220.0,16.0,250.1,0.4299,3257115,0.008473
6020,515.0,23.0,251.9,0.4298,3257767,0.008779
6021,345.0,22.0,253.8,0.4297,3258409,0.013637
6022,200.0,14.0,252.1,0.4296,3258907,0.009014
6023,205.0,14.0,252.5,0.4295,3259295,0.009696
6024,215.0,15.0,253.4,0.4294,3259810,0.150020
6025,215.0,16.0,253.8,0.4293,3260319,0.018489
6026,365.0,24.0,256.1,0.4292,3261011,0.007547
6027,475.0,18.0,258.1,0.4291,3261735,0.009614
6028,275.0,18.0,258.2,0.4290,3262442,0.013114
6029,530.0,32.0,260.4,0.4289,3263398,0.009101
6030,205.0,16.0,259.2,0.4288,3263980,0.010474
6031,185.0,16.0,259.8,0.4287,3264656,0.010233
6032,235.0,16.0,258.8,0.4286,3265321,0.008445
6033,215.0,14.0,260.2,0.4285,3265910,0.006135
6034,170.0,12.0,260.8,0.4285,3266291,0.002750
6035,90.0,8.0,256.2,0.4284,3266738,0.039103
6036,315.0,20.0,256.5,0.4283,3267438,0.011716
6037,155.0,12.0,255.4,0.4282,3267864,0.006217
6038,200.0,14.0,253.5,0.4281,3268528,0.008759
6039,255.0,19.0,254.2,0.4280,3269192,0.087120
6040,235.0,16.0,254.2,0.4279,3269620,0.015901
6041,110.0,9.0,250.9,0.4278,3270024,0.011805
6042,350.0,23.0,253.4,0.4277,3270671,0.015923
6043,245.0,18.0,253.5,0.4276,3271269,0.011158
6044,300.0,19.0,254.3,0.4275,3271958,0.009605
6045,320.0,22.0,251.2,0.4274,3272632,0.013791
6046,420.0,25.0,252.9,0.4273,3273358,0.008061
6047,440.0,18.0,255.1,0.4272,3274187,0.008491
6048,170.0,12.0,255.7,0.4271,3274630,0.013297
6049,270.0,20.0,256.7,0.4270,3275200,0.017043
6050,190.0,14.0,256.8,0.4269,3275762,0.143186
6051,200.0,17.0,255.7,0.4268,3276276,0.009758
6052,265.0,20.0,257.2,0.4267,3276872,0.011271
6053,270.0,20.0,256.4,0.4267,3277572,0.005514
6054,170.0,12.0,255.8,0.4266,3277982,0.008591
6055,35.0,4.0,254.9,0.4265,3278254,0.069630
6056,170.0,14.0,253.5,0.4264,3278899,0.007115
6057,385.0,23.0,254.8,0.4263,3279576,0.003412
6058,245.0,19.0,253.4,0.4262,3280195,0.009378
6059,170.0,13.0,253.7,0.4261,3280673,0.009609
6060,235.0,17.0,255.2,0.4260,3281274,0.007073
6061,525.0,22.0,257.4,0.4259,3281935,0.009828
6062,170.0,13.0,256.2,0.4258,3282496,0.006268
6063,200.0,15.0,253.2,0.4257,3283122,0.013155
6064,470.0,28.0,254.8,0.4256,3283880,0.007325
6065,290.0,20.0,256.1,0.4255,3284519,0.012083
6066,395.0,24.0,258.5,0.4254,3285250,0.098474
6067,185.0,13.0,257.4,0.4253,3285666,0.013499
6068,110.0,10.0,257.2,0.4252,3286065,0.015035
6069,350.0,23.0,258.9,0.4251,3286703,0.090886
6070,325.0,22.0,261.1,0.4250,3287393,0.007282
6071,365.0,22.0,261.9,0.4249,3287968,0.018882
6072,215.0,17.0,260.7,0.4249,3288528,0.016456
6073,460.0,29.0,263.2,0.4248,3289175,0.190927
6074,365.0,22.0,263.8,0.4247,3289840,0.005064
6075,365.0,24.0,265.0,0.4246,3290503,0.012538
6076,460.0,19.0,266.9,0.4245,3291172,0.005815
6077,385.0,25.0,267.5,0.4244,3291818,0.144975
6078,565.0,26.0,272.1,0.4243,3292521,0.082690
6079,330.0,22.0,271.5,0.4242,3293150,0.005062
6080,600.0,28.0,273.8,0.4241,3293974,0.018182
6081,275.0,19.0,275.9,0.4240,3294667,0.021130
6082,235.0,16.0,276.1,0.4239,3295216,0.018382
6083,370.0,25.0,276.2,0.4238,3295911,0.009741
6084,630.0,28.0,279.6,0.4237,3296524,0.160060
6085,305.0,21.0,280.4,0.4236,3297183,0.005759
6086,335.0,23.0,281.9,0.4235,3297813,0.004724
6087,80.0,7.0,280.6,0.4234,3298080,0.006144
6088,80.0,7.0,277.4,0.4233,3298372,0.007496
6089,305.0,20.0,277.5,0.4232,3298865,0.025579
6090,155.0,12.0,277.1,0.4231,3299228,0.005036
6091,480.0,21.0,279.8,0.4231,3300024,0.007043
6092,280.0,20.0,276.8,0.4230,3300654,0.192260
6093,210.0,16.0,277.1,0.4229,3301187,0.012436
6094,240.0,15.0,277.5,0.4228,3301671,0.010213
6095,250.0,17.0,278.1,0.4227,3302426,0.009359
6096,460.0,29.0,281.4,0.4226,3303409,0.008779
6097,610.0,27.0,283.9,0.4225,3304121,0.004949
6098,240.0,15.0,284.4,0.4224,3304617,0.005214
6099,405.0,27.0,283.1,0.4223,3305468,0.004609
6100,240.0,17.0,282.1,0.4222,3305991,0.009431
6101,220.0,16.0,283.4,0.4221,3306705,0.108541
6102,245.0,17.0,283.4,0.4220,3307152,0.007742
6103,210.0,15.0,284.1,0.4219,3307636,0.096150
6104,445.0,29.0,286.9,0.4218,3308563,0.059391
6105,60.0,6.0,285.6,0.4217,3308857,0.010015
6106,305.0,22.0,285.8,0.4216,3309590,0.009342
6107,640.0,28.0,289.9,0.4215,3310240,0.016012
6108,295.0,20.0,290.6,0.4214,3310926,0.008289
6109,185.0,13.0,288.8,0.4213,3311334,0.012976
6110,175.0,13.0,287.4,0.4213,3311864,0.006999
6111,460.0,28.0,289.4,0.4212,3312520,0.015874
6112,165.0,14.0,288.8,0.4211,3313044,0.033584
6113,225.0,14.0,289.1,0.4210,3313517,0.009563
6114,350.0,23.0,291.2,0.4209,3314226,0.006732
6115,180.0,14.0,290.4,0.4208,3314815,0.095214
6116,295.0,20.0,290.8,0.4207,3315481,0.014309
6117,215.0,15.0,290.6,0.4206,3315995,0.017306
6118,240.0,15.0,290.1,0.4205,3316371,0.006284
6119,85.0,8.0,288.7,0.4204,3316745,0.004471
6120,345.0,23.0,287.0,0.4203,3317469,0.019676
6121,400.0,27.0,287.6,0.4202,3318190,0.005898
6122,195.0,13.0,287.5,0.4201,3318668,0.006960
6123,585.0,27.0,291.3,0.4200,3319377,0.154443
6124,345.0,22.0,292.6,0.4199,3320022,0.008202
6125,125.0,9.0,291.7,0.4198,3320324,0.006207
6126,115.0,10.0,289.2,0.4197,3320782,0.012556
6127,260.0,19.0,287.1,0.4196,3321366,0.015211
6128,505.0,22.0,289.4,0.4195,3322008,0.016930
6129,270.0,19.0,286.8,0.4195,3322660,0.012153
6130,290.0,19.0,287.6,0.4194,3323326,0.007053
6131,245.0,18.0,288.2,0.4193,3323878,0.005014
6132,230.0,17.0,288.1,0.4192,3324319,0.010935
6133,340.0,22.0,289.4,0.4191,3324933,0.009685
6134,185.0,13.0,289.6,0.4190,3325359,0.006213
6135,270.0,17.0,291.4,0.4189,3325899,0.004703
6136,410.0,26.0,292.3,0.4188,3326547,0.005889
6137,370.0,26.0,294.4,0.4187,3327280,0.008296
6138,30.0,4.0,292.8,0.4186,3327638,0.005187
6139,480.0,30.0,295.0,0.4185,3328461,0.118823
6140,390.0,23.0,296.6,0.4184,3329058,0.006695
6141,615.0,28.0,301.6,0.4183,3329879,0.013285
6142,600.0,28.0,304.1,0.4182,3330736,0.015844
6143,255.0,18.0,304.2,0.4181,3331395,0.007352
6144,160.0,11.0,302.8,0.4180,3331954,0.007212
6145,305.0,20.0,302.6,0.4179,3332587,0.011502
6146,345.0,23.0,301.9,0.4178,3333252,0.006506
6147,420.0,28.0,301.7,0.4177,3334269,0.013603
6148,135.0,11.0,301.4,0.4177,3334634,0.008222
6149,155.0,14.0,300.2,0.4176,3335293,0.003972
6150,230.0,17.0,300.6,0.4175,3335894,0.155397
6151,495.0,29.0,303.6,0.4174,3336694,0.004489
6152,265.0,19.0,303.6,0.4173,3337223,0.010023
6153,195.0,15.0,302.8,0.4172,3337686,0.008705
6154,215.0,16.0,303.2,0.4171,3338525,0.009587
6155,195.0,16.0,304.9,0.4170,3339116,0.145332
6156,295.0,19.0,306.1,0.4169,3339669,0.010477
6157,175.0,14.0,304.0,0.4168,3340129,0.015172
6158,285.0,20.0,304.4,0.4167,3340744,0.019731
6159,500.0,20.0,307.7,0.4166,3341410,0.012817
6160,180.0,14.0,307.1,0.4165,3341929,0.155739
6161,445.0,29.0,306.4,0.4164,3342927,0.007427
6162,285.0,17.0,307.5,0.4163,3343507,0.061095
6163,170.0,14.0,307.2,0.4162,3343893,0.009147
6164,185.0,14.0,304.4,0.4161,3344408,0.003482
6165,415.0,28.0,305.6,0.4160,3345079,0.059353
6166,525.0,22.0,306.9,0.4159,3345732,0.006210
6167,250.0,18.0,307.6,0.4159,3346321,0.014166
6168,470.0,30.0,311.1,0.4158,3347134,0.011263
6169,230.0,18.0,309.9,0.4157,3347822,0.005868
6170,350.0,25.0,310.2,0.4156,3348491,0.028971
6171,180.0,13.0,308.4,0.4155,3348956,0.006443
6172,260.0,16.0,308.8,0.4154,3349424,0.008621
6173,360.0,24.0,307.8,0.4153,3349979,0.031899
6174,325.0,20.0,307.4,0.4152,3350671,0.004949
6175,385.0,24.0,307.6,0.4151,3351362,0.008046
6176,330.0,23.0,306.3,0.4150,3352002,0.005319
6177,285.0,19.0,305.3,0.4149,3352597,0.006906
6178,110.0,9.0,300.8,0.4148,3353053,0.004824
6179,310.0,22.0,300.6,0.4147,3353757,0.003353
6180,215.0,16.0,296.7,0.4146,3354307,0.004983
6181,420.0,28.0,298.1,0.4145,3355311,0.014405
6182,290.0,21.0,298.7,0.4144,3355943,0.020566
6183,225.0,15.0,297.2,0.4143,3356523,0.105790
6184,190.0,17.0,292.9,0.4142,3357112,0.011323
6185,440.0,27.0,294.2,0.4141,3357711,0.006556
6186,390.0,23.0,294.8,0.4141,3358329,0.012553
6187,325.0,23.0,297.2,0.4140,3358934,0.004566
6188,225.0,16.0,298.6,0.4139,3359625,0.010158
6189,365.0,24.0,299.2,0.4138,3360280,0.009375
6190,505.0,31.0,302.8,0.4137,3361237,0.009813
6191,220.0,14.0,300.1,0.4136,3361866,0.010152
6192,260.0,19.0,299.9,0.4135,3362485,0.021826
6193,155.0,12.0,299.4,0.4134,3362870,0.006128
6194,205.0,16.0,299.1,0.4133,3363384,0.015812
6195,190.0,11.0,298.4,0.4132,3363749,0.012527
6196,160.0,13.0,295.4,0.4131,3364156,0.005133
6197,275.0,18.0,292.1,0.4130,3364662,0.004105
6198,195.0,14.0,291.6,0.4129,3365099,0.013296
6199,505.0,31.0,292.6,0.4128,3366091,0.006358
6200,360.0,15.0,293.9,0.4127,3366713,0.017900
6201,280.0,19.0,294.4,0.4126,3367409,0.008202
6202,305.0,20.0,295.1,0.4125,3368204,0.003764
6203,325.0,22.0,296.2,0.4124,3368897,0.004928
6204,190.0,14.0,293.6,0.4123,3369345,0.008757
6205,270.0,19.0,295.8,0.4123,3369972,0.158169
6206,265.0,17.0,295.4,0.4122,3370653,0.008906
6207,195.0,15.0,290.9,0.4121,3371123,0.013348
6208,250.0,19.0,290.4,0.4120,3371726,0.014573
6209,155.0,14.0,290.1,0.4119,3372243,0.007000
6210,270.0,18.0,291.1,0.4118,3372865,0.008543
6211,130.0,11.0,287.8,0.4117,3373243,0.014772
6212,265.0,21.0,288.8,0.4116,3373893,0.018257
6213,490.0,21.0,291.4,0.4115,3374574,0.122767
6214,285.0,19.0,290.8,0.4114,3375136,0.153682
6215,250.0,16.0,291.5,0.4113,3375678,0.010950
6216,340.0,22.0,291.9,0.4112,3376392,0.013044
6217,155.0,10.0,291.4,0.4111,3376719,0.011474
6218,355.0,24.0,292.5,0.4110,3377499,0.012650
6219,295.0,19.0,294.6,0.4109,3378014,0.007140
6220,475.0,30.0,295.9,0.4108,3378838,0.008482
6221,400.0,27.0,295.9,0.4107,3379659,0.066513
6222,180.0,11.0,295.8,0.4106,3380144,0.010635
6223,715.0,33.0,297.1,0.4105,3381135,0.013545
6224,365.0,24.0,297.2,0.4105,3381797,0.006954
6225,225.0,17.0,298.2,0.4104,3382367,0.007163
6226,185.0,15.0,298.9,0.4103,3382852,0.009349
6227,475.0,30.0,301.1,0.4102,3383808,0.061070
6228,205.0,17.0,298.1,0.4101,3384401,0.074259
6229,200.0,18.0,297.4,0.4100,3385117,0.007867
6230,160.0,12.0,296.1,0.4099,3385491,0.026313
6231,225.0,14.0,295.9,0.4098,3385960,0.012485
6232,155.0,10.0,295.1,0.4097,3386337,0.012642
6233,275.0,21.0,294.5,0.4096,3386954,0.009281
6234,510.0,25.0,297.8,0.4095,3387700,0.010553
6235,510.0,23.0,300.1,0.4094,3388440,0.005233
6236,235.0,19.0,298.4,0.4093,3388999,0.010397
6237,225.0,17.0,296.9,0.4092,3389729,0.009517
6238,425.0,28.0,300.9,0.4091,3390689,0.065902
6239,365.0,25.0,299.8,0.4090,3391410,0.007703
6240,110.0,9.0,296.9,0.4089,3391810,0.008685
6241,290.0,19.0,293.7,0.4088,3392395,0.014634
6242,100.0,7.0,288.7,0.4087,3392735,0.005034
6243,420.0,27.0,290.4,0.4087,3393577,0.015209
6244,190.0,14.0,290.6,0.4086,3393968,0.018077
6245,320.0,22.0,290.8,0.4085,3394664,0.009238
6246,215.0,16.0,289.5,0.4084,3395144,0.177267
6247,255.0,16.0,287.9,0.4083,3395524,0.005063
6248,305.0,20.0,289.6,0.4082,3396224,0.010109
6249,90.0,8.0,288.9,0.4081,3396683,0.007666
6250,170.0,12.0,288.3,0.4080,3397192,0.006746
6251,265.0,19.0,286.0,0.4079,3397711,0.010895
6252,280.0,19.0,286.1,0.4078,3398236,0.008059
6253,345.0,21.0,287.6,0.4077,3398942,0.009306
6254,365.0,24.0,289.1,0.4076,3399641,0.012926
6255,240.0,17.0,289.6,0.4075,3400095,0.013126
6256,335.0,23.0,290.0,0.4074,3400899,0.007600
6257,285.0,17.0,291.1,0.4073,3401536,0.006757
6258,235.0,15.0,290.6,0.4072,3402063,0.008345
6259,130.0,11.0,286.9,0.4071,3402513,0.007600
6260,140.0,12.0,286.5,0.4070,3403025,0.027785
6261,210.0,14.0,284.1,0.4069,3403416,0.144148
6262,375.0,26.0,285.1,0.4069,3404132,0.012829
6263,340.0,22.0,286.8,0.4068,3404948,0.015655
6264,530.0,23.0,290.2,0.4067,3405607,0.009248
6265,280.0,19.0,288.9,0.4066,3406369,0.010526
6266,430.0,28.0,287.9,0.4065,3407243,0.009205
6267,430.0,17.0,289.7,0.4064,3407949,0.011521
6268,105.0,8.0,286.1,0.4063,3408282,0.005515
6269,495.0,20.0,288.7,0.4062,3408909,0.010635
6270,235.0,18.0,287.6,0.4061,3409373,0.066206
6271,225.0,20.0,288.0,0.4060,3410106,0.016867
6272,290.0,20.0,288.3,0.4059,3410852,0.014966
6273,335.0,24.0,288.1,0.4058,3411547,0.007373
6274,245.0,19.0,287.2,0.4057,3412177,0.012070
6275,310.0,22.0,286.5,0.4056,3412881,0.022341
6276,130.0,11.0,284.5,0.4055,3413317,0.006734
6277,170.0,12.0,283.4,0.4054,3413800,0.006899
6278,380.0,26.0,286.1,0.4053,3414455,0.008293
6279,210.0,15.0,285.1,0.4052,3414907,0.009859
6280,175.0,13.0,284.6,0.4051,3415359,0.121074
6281,365.0,26.0,284.1,0.4051,3416169,0.004349
6282,465.0,21.0,285.9,0.4050,3416784,0.020176
6283,225.0,16.0,285.9,0.4049,3417284,0.012024
6284,295.0,19.0,286.9,0.4048,3417875,0.005338
6285,190.0,14.0,284.4,0.4047,3418401,0.007610
6286,155.0,13.0,282.1,0.4046,3418806,0.014116
6287,195.0,15.0,280.8,0.4045,3419272,0.013378
6288,310.0,22.0,281.6,0.4044,3419963,0.009734
6289,245.0,17.0,280.4,0.4043,3420474,0.008019
6290,210.0,13.0,277.4,0.4042,3421039,0.006477
6291,245.0,17.0,277.7,0.4041,3421596,0.019637
6292,400.0,26.0,279.1,0.4040,3422236,0.009019
6293,155.0,12.0,279.1,0.4039,3422699,0.097611
6294,375.0,24.0,280.8,0.4038,3423360,0.012840
6295,290.0,22.0,281.8,0.4037,3424043,0.010627
6296,365.0,24.0,283.9,0.4036,3424654,0.019567
6297,500.0,23.0,286.1,0.4035,3425526,0.007789
6298,425.0,28.0,288.4,0.4034,3426468,0.146903
6299,205.0,16.0,285.4,0.4033,3426999,0.009510
6300,155.0,13.0,283.4,0.4033,3427601,0.007677
6301,370.0,23.0,284.2,0.4032,3428343,0.011427
6302,215.0,18.0,283.4,0.4031,3428904,0.006179
6303,290.0,19.0,283.0,0.4030,3429513,0.010485
6304,270.0,18.0,283.8,0.4029,3430168,0.012741
6305,315.0,23.0,284.2,0.4028,3430905,0.007368
6306,130.0,9.0,282.9,0.4027,3431328,0.012931
6307,215.0,14.0,283.1,0.4026,3431752,0.032776
6308,425.0,26.0,284.9,0.4025,3432449,0.011587
6309,630.0,28.0,289.6,0.4024,3432999,0.006665
6310,235.0,16.0,289.2,0.4023,3433536,0.011326
6311,135.0,9.0,289.3,0.4022,3434013,0.037536
6312,335.0,22.0,290.0,0.4021,3434643,0.089801
6313,150.0,11.0,286.6,0.4020,3435055,0.005865
